Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
HOMEM-URSO,Humanoide,Médio,neutro e bom,135,18d8 + 54,10,9.0,19.0,4.0,10.0,0.0,17.0,3.0,11.0,0.0,12.0,1.0,12.0,1.0," Perícias Percepção +7 Imunidade a Dano concussão, cortante e perfurante de armas não-mágicas que não sejam de prata Sentidos Percepção passiva 17 Idiomas Comum (não consegue falar em forma de urso)",5,1800.0," Humanoide Médio (humano, metamorfo), neutro e bom  Classe de Armadura 10 em forma humanoide, 11 (armadura natural) em forma de urso ou híbrida  Pontos de Vida 135 (18d8 + 54)  Deslocamento 9 m (12 m, escalada 9 m, em forma de urso ou híbrida) Ataques Múltiplos. Na forma de urso, o homem-urso realiza dois ataques de garra. Na forma humanoide, ele realiza dois ataques com machado grande. Na forma híbrida, ele pode atacar como um urso ou como um humanoide.  Mordida (Formas de Urso ou Híbrida Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante.",15.0
LOBISOMEM,Humanoide,Médio,caótico e mau,58,9d8 + 18,11,9.0,15.0,2.0,13.0,1.0,14.0,2.0,10.0,0.0,11.0,0.0,10.0,0.0," Perícias Furtividade +3, Percepção +4 Imunidade a Dano concussão, cortante e perfurante de armas não-mágicas que não sejam de prata Sentidos Percepção passiva 14 Idiomas Comum (não consegue falar em forma de lobo)",3,700.0," Humanoide Médio (humano, metamorfo), caótico e mau  Classe de Armadura 11 em forma humanoide, 12 (armadura natural) em forma de lobo ou híbrida   Pontos de Vida 58 (9d8 + 18) Deslocamento 9 m (12 m, em forma de lobo) Ataques Múltiplos (Formas Humanoide ou Híbrida Apenas). O lobisomem realiza dois ataques: um com sua mordida e um com suas garras ou lança.  Mordida (Formas de Lobo ou Híbrida Apenas). Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d8 + 2) de dano perfurante.",7.0
LICH,Morto-vivo,Médio,qualquer tendência maligna,135,18d8 + 54,17,9.0,11.0,0.0,16.0,3.0,16.0,3.0,20.0,5.0,14.0,2.0,16.0,3.0,"Testes de Resistência Con +10, Int +12, Sab +9 Perícias Arcanismo +18, História +12, Intuição +9, Percepção +9 Resistência a Dano frio, elétrico, necrótico Imunidade a Dano veneno; concussão, cortante e perfurante de armas não-mágicas Imunidade a Condição amedrontado, enfeitiçado, envenenado, exausto, paralisado Sentidos visão verdadeira 36 m, Percepção passiva 19 Idiomas Comum e até mais cinco outros idiomas",21,33000.0," Toque Paralisante. Ataque Corpo-a-Corpo com Magia: +12 para atingir, alcance 1,5 m, uma criatura. Acerto: 10 (3d6) de dano de frio.",10.0
CUBO GELATINOSO,Limo,Grande,imparcial,84,8d10 + 40,6,4.5,14.0,2.0,3.0,-4.0,20.0,5.0,1.0,-5.0,6.0,-2.0,1.0,-5.0," Pseudópode. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, uma criatura. Acerto: 10 (3d6) de dano de ácido.  Engolfar. O cubo se move até seu deslocamento. Enquanto faz isso, ele pode entrar no espaço de uma criatura Grande ou menor. Quando o cubo entrar no espaço de uma criatura, a criatura de realizar um teste de resistência de Destreza CD 12. Se for bem sucedida na resistência, a criatura pode escolher ser empurrada 1,5 metro para trás ou para o lado do cubo. Uma criatura que escolha não ser empurrada sofre as consequências de um fracasso no teste de resistência. Num fracasso na resistência, o cubo entra no espaço da criatura, e a criatura sofre 10 (3d6) de dano de ácido e é engolfada. A criatura engolfada não pode respirar, fica impedida e sofre 21 (6d6) de dano de ácido no início de cada um dos turnos do cubo. Quando o cubo se mover, a criatura engolfada se moverá com ele. Uma criatura engolfada pode tentar escapar usando uma ação para realizar um teste de Força CD 12. Com um sucesso, a criatura escapa e entra num espaço de sua escolha, a até 1,5 metro do cubo. Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas ",2,450.0," Limo Grande, imparcial  Classe de Armadura 6 Pontos de Vida 84 (8d10 + 40) Deslocamento 4,5 m  FOR 14 (+2) DES 3 (4) CON 20 (+5) INT 1 (5) SAB 6 (2) CAR 1 (5)  Pseudópode. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, uma criatura. Acerto: 10 (3d6) de dano de ácido.",10.0
GOSMA OCRE,Limo,Grande,imparcial,45,6d10 + 12,8,3.0,15.0,2.0,6.0,-2.0,14.0,2.0,2.0,-4.0,6.0,-2.0,1.0,-5.0,"Resistência a Dano ácido Imunidade a Dano elétrico, cortante Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas  Nível de Desafio 2 (450 XP) Amorfo. A gosma pode se mover através de um espaço de até 2,5 centímetros de espessura sem se espremer.  Escalada Aracnídea. A gosma pode escalar superfícies difíceis, incluindo andar de cabeça para baixo em tetos, sem precisar realizar um teste de habilidade. AÇÕES Pseudópode. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d6 + 2) de dano de concussão mais 3 (1d6) de dano de ácido.  REAÇÕES Divisão. Quando a gosma que seja Média ou maior for alvo de dano elétrico ou cortante, ela se divide em duas novas gosmas se tiver pelo menos 10 pontos de vida. Cada nova gosma tem pontos de vida igual a metade da gosma original, arredondado para baixo. Novas gosmas são uma categoria de tamanho inferior ao da gosma original.                          LIMO CINZENTO Limo Médio, imparcial Classe de Armadura 8 Pontos de Vida 22 (3d8 + 9) Deslocamento 3 m, escalada 3 m FOR 12 (+1) DES 6 (2) CON 16 (+3) INT 1 (5) SAB 6 (2) CAR 2 (4) Perícias Furtividade +2  Resistência a Dano ácido, fogo, frio Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas ",2,450.0," Pseudópode. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d6 + 2) de dano de concussão mais 3 (1d6) de dano de ácido.",16.0
LIMO CINZENTO,Limo,Médio,imparcial,22,3d8 + 9,8,3.0,12.0,1.0,6.0,-2.0,16.0,3.0,1.0,-5.0,6.0,-2.0,2.0,-4.0,"Perícias Furtividade +2  Resistência a Dano ácido, fogo, frio Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas ",1/2,100.0,"Pseudópode. Ataque Corpo-a-Corpo com Arma: +3 para atingir,
alcance 1,5 m, um alvo. Acerto: 4 (1d6 + 1) de dano de concussão
mais 7 (2d6) de dano de ácido, e se o alvo estiver vestindo uma
armadura de metal não-mágica, a armadura é parcialmente
corroída e sofre uma penalidade cumulativa permanente de –1 na
CA que ela oferece. A armadura é destruída se a penalidade
reduzir a CA dela a 10.",11.0
PUDIM NEGRO,Limo,Grande,imparcial,85,10d10 + 30,7,6.0,16.0,3.0,5.0,-3.0,16.0,3.0,1.0,-5.0,6.0,-2.0,1.0,-5.0," Imunidade a Dano ácido, elétrico, frio, cortante Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas ",4,1100.0," Limo Grande, imparcial  Classe de Armadura 7 Pontos de Vida 85 (10d10 + 30) Deslocamento 6 m, escalada 6 m  FOR 16 (+3) DES 5 (3) CON 16 (+3) INT 1 (5) SAB 6 (2) CAR 1 (5)  Imunidade a Dano ácido, elétrico, frio, cortante Imunidade a Condição amedrontado, caído, cego, enfeitiçado, exausto, surdo Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 8 Idiomas  Nível de Desafio 4 (1.100 XP)  Pseudópode. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano de concussão mais 18 (4d8) de dano de ácido.",24.0
MAGMIN,Elemental,Pequeno,caótico e neutro,9,2d6 + 2,14,9.0,7.0,-2.0,15.0,2.0,12.0,1.0,8.0,-1.0,11.0,0.0,10.0,0.0,"Resistência a Dano concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano fogo Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Ignan",1/2,100.0," Toque. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (2d6) de dano de fogo.",7.0
MANTICORA,Monstruosidade,Grande,leal e mau,68,8d10 + 24,14,9.0,17.0,3.0,16.0,3.0,17.0,3.0,7.0,-2.0,12.0,1.0,8.0,-1.0,"Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Comum",3,700.0," Ataques Múltiplos. A manticora realiza três ataques: um com sua mordida e dois com suas garras ou três com seus espinhos de cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.  Espinho de Cauda. Ataque à Distância com Arma: +5 para atingir, distância 30/60 m, um alvo. Acerto: 7 (1d8 + 3) de dano perfurante.",7.0
MANTO NEGRO,Monstruosidade,Pequena,imparcial,22,5d6 + 5,11,3.0,16.0,3.0,12.0,1.0,13.0,1.0,2.0,-4.0,10.0,0.0,5.0,-3.0," Perícias Furtividade +3 Sentidos percepção às cegas 18 m, Percepção passiva 10 Idiomas ",1/2,100.0,"Esmagar. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 6 (1d6 + 3) de dano de concussão e o manto se prende ao alvo. Se o alvo for uma criatura Média ou menor e o manto tiver vantagem na jogada de ataque, ele se prende engolfando a cabeça do alvo, e o alvo também fica cego e incapaz de respirar enquanto o manto permanecer preso dessa forma. Enquanto estiver preso ao alvo, o manto não pode atacar outra criatura além do alvo, mas tem vantagem em suas jogadas de ataque. O deslocamento do manto torna-se 0, ele não recebe qualquer benefício de bônus de deslocamento e se move com o alvo. Uma criatura pode desprender o manto ao realizar um teste de Força CD 13 bem sucedido, com uma ação. No seu turno, o manto pode se desprender do alvo usando 1,5 metro de deslocamento. Aura de Escuridão (1/Dia). Um raio de 4,5 metros de escuridão mágica se estende do manto, movendo-se com ele e espalhando-se, dobrando esquinas. A escuridão dura enquanto o manto mantiver a concentração, até 10 minutos (como se ele estivesse se concentrando em uma magia). A visão no escuro não consegue penetrar essa escuridão, e nenhuma luz natural pode ilumina-la. Se qualquer parte da escuridão se sobrepor com a área de uma luz criada por uma magia de 2° nível ou inferior, a magia criando a luz é dissipada.",6.0
MANTOR,Aberração,Grande,caótico e neutro,78,12d10 + 12,14,3.0,17.0,3.0,15.0,2.0,12.0,1.0,13.0,1.0,12.0,1.0,14.0,2.0,"Perícias Furtividade +5  Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Dialeto Subterrâneo, Subcomum",8,3900.0,"Ataques Múltiplos. O mantor realiza dois ataques: um com sua
mordida e um com sua cauda.
Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir,
alcance 1,5 m, uma criatura. Acerto: 10 (2d6 + 3) de dano
perfurante, e se o alvo for Grande ou menor, o manto se prende a
ele. Se o mantor tiver vantagem contra o alvo, ele se prende a
cabeça do alvo e o alvo fica cego e incapaz de respirar enquanto o
mantor estiver preso. Enquanto estiver preso ao alvo, o manto
não pode atacar outra criatura além do alvo, mas tem vantagem
em suas jogadas de ataque. O mantor pode se desprender do alvo
usando 1,5 metro de deslocamento. Uma criatura, incluindo o
alvo, pode usar uma ação para desprender o mantor sendo bem
sucedido num teste de Força CD 16.
Cauda. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance
3 m, uma criatura. Acerto: 7 (1d8 + 3) de dano cortante.
Gemido. Cada criatura a até 18 metros do mantor, que puderem
ouvir seu gemido, e que não forem uma aberração, devem ser
bem sucedidos num teste de resistência de Sabedoria CD 13, ou
ficarão amedrontadas até o final do próximo turno do mantor.
Se o teste de resistência de uma criatura for bem sucedido, ela
fica imune ao gemido do mantor pelas próximas 24 horas.
Fantasmas (Recarrega após um Descanso Curto ou Longo). O
mantor cria magicamente três duplicadas ilusórias de si mesmo,
caso ele não esteja sob luz plena. As duplicadas se movem com ele
e imitam suas ações, mudando de posição para tornar impossível
determinar qual mantor é o real. Se o mantor estiver numa área
de luz plena, as duplicadas desaparecem.
Sempre que uma criatura afetar o mantor com um ataque ou
magia nociva enquanto uma duplicata existir, a criatura rola
aleatoriamente para determinar se afetou o mantor ou uma de
suas duplicatas. Uma criatura não é afetada por esse efeito
mágico caso ela não possa ver ou possa contar com outros
sentidos além da visão.
Uma duplicata tem a CA do mantor e usa seus testes de
resistência. Se um ataque atingir uma duplicada, ou se a duplicada
falhar num teste de resistência contra um efeito que cause dano,
ela desaparece.",10.0
MEDUSA,Monstruosidade,Média,leal e mau,127,17d8 + 51,15,9.0,10.0,0.0,15.0,2.0,16.0,3.0,12.0,1.0,13.0,1.0,15.0,2.0,"Perícias Enganação +5, Furtividade +5, Intuição +4, Percepção +4  Sentidos visão no escuro 18 m, Percepção passiva 14 Idiomas Comum",6,2300.0," Ataques Múltiplos. A medusa realiza ou três ataques corpo-a-corpo  um com seu cabelo de serpente e dois com sua espada curta  ou dois ataques a distância com seu arco longo.  Cabelo de Serpente. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 4 (1d4 + 2) de dano perfurante mais 14 (4d6) de dano de veneno.  Espada Curta. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d6 + 2) de dano perfurante.",12.0
MEIO-DRAGÃO VERMELHO VETERANO,Humanoide,Médio,qualquer tendência,65,10d8 + 20,18,9.0,16.0,3.0,13.0,1.0,14.0,2.0,10.0,0.0,11.0,0.0,10.0,0.0,"Testes de Resistência For +5, Con +4 Perícias Atletismo +5, Percepção +2 Resistência a Dano fogo  Sentidos percepção às cegas 3 m, visão no escuro 18 m, Percepção passiva 12 Idiomas Comum, Dracônico",5,1800.0," Ataques Múltiplos. O veterana realiza dois ataques de espada longa. Se ele tiver sacado uma espada curta, ele também pode realizar um ataque de espada curta.  Espada Longa. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano cortante, ou 8 (1d10 + 3) de dano cortante, se usada com as duas mãos.  Espada Curta. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano perfurante.  Besta Pesada. Ataque à Distância com Arma: +3 para atingir, distância 30/120 m, um alvo. Acerto: 6 (1d10 + 1) de dano perfurante.",7.0
MEPHIT DA POEIRA,Elemental,Pequeno,neutro e mau,17,5d6,12,9.0,5.0,-3.0,14.0,2.0,10.0,0.0,9.0,-1.0,11.0,0.0,10.0,0.0,"Perícias Furtividade +4, Percepção +2  Vulnerabilidade a Dano fogo  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 12 Idiomas Auran, Terran Nível de Desafio 1/2 (100 XP) Conjuração Inata (1/Dia). O mephit pode conjurar, inatamente, sono, sem necessidade de componentes materiais. Sua habilidade de conjuração é Carisma (CD de resistência de magia 10).  Explosão da Morte. Quando o mephit morre, ele explode numa erupção de poeira. Cada criatura a até 1,5 metro dele deve ser bem sucedida num teste de resistência de Constituição CD 10, ou ficará cega por 1 minuto. Uma criatura cega pode repetir o teste de resistência em cada um dos turnos dela, terminando o efeito sobre si com um sucesso. AÇÕES Garras. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.  Sopro Cegante (Recarrega 6). O mephit expele um cone de 4,5 metro de poeira cegante. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 10 ou ficará cega por 1 minuto. Uma criatura pode repetir o teste de resistência no final de cada um dos turnos dela, terminando o efeito sobre si com um sucesso.                             MEPHIT DO GELO Elemental Pequeno, neutro e mau Classe de Armadura 11 Pontos de Vida 21 (6d6) Deslocamento 9 m, voo 9 m FOR 7 (2) DES 13 (+1) CON 10 (+0) INT 9 (1) SAB 11 (+0) CAR 12 (+1) Perícias Furtividade +3, Percepção +2  Vulnerabilidade a Dano concussão, fogo  Imunidade a Dano frio, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 12 Idiomas Aquan, Auran",1/2,100.0," Garras. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.",6.0
MEPHIT DO GELO,Elemental,Pequeno,neutro e mau,21,6d6,11,9.0,7.0,-2.0,13.0,1.0,10.0,0.0,9.0,-1.0,11.0,0.0,12.0,1.0,"Perícias Furtividade +3, Percepção +2  Vulnerabilidade a Dano concussão, fogo  Imunidade a Dano frio, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 12 Idiomas Aquan, Auran",1/2,100.0," Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano cortante mais 2 (1d4) de dano de frio.  Sopro Congelante (Recarrega 6). O mephit expele um cone de 4,5 metro de ar gelado. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 10, sofrendo 5 (2d4) de dano de frio num fracasso na resistência, ou metade desse dano caso obtenha sucesso.",5.0
MEPHIT DA LAMA,Elemental,Pequeno,neutro e mau,27,6d6 + 6,11,6.0,8.0,-1.0,12.0,1.0,12.0,1.0,9.0,-1.0,11.0,0.0,7.0,-2.0,"Perícias Furtividade +3  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Aquan, Terran",1/4,50.0," Punhos. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d6 + 1) de dano de concussão.",4.0
MEPHIT DO MAGMA,Elemental,Pequeno,neutro e mau,22,5d6 + 5,11,9.0,8.0,-1.0,12.0,1.0,12.0,1.0,7.0,-2.0,10.0,0.0,10.0,0.0,"Perícias Furtividade +3  Vulnerabilidade a Dano frio  Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Ignan, Terran Nível de Desafio 1/2 (100 XP) Aparência Falsa. Enquanto o mephit permanecer imóvel, ele é indistinguível de um monte de magma comum.   Conjuração Inata (1/Dia). O mephit pode conjurar, inatamente, esquentar metal, sem necessidade de componentes materiais. Sua habilidade de conjuração é Carisma (CD de resistência de magia 10).  Explosão da Morte. Quando o mephit morre, ele explode numa erupção de lava. Cada criatura a até 1,5 metro dele deve realizar um teste de resistência de Destreza CD 11, sofrendo 7 (2d6) de dano de fogo num fracasso na resistência, ou metade desse dano caso obtenha sucesso. AÇÕES Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano cortante mais 2 (1d4) de dano de fogo.  Sopro Flamejante (Recarrega 6). O mephit expele um cone de 4,5 metro de fogo. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 11, sofrendo 7 (2d6) de dano de fogo num fracasso na resistência, ou metade desse dano caso obtenha sucesso.                                MEPHIT DA LAMA Elemental Pequeno, neutro e mau Classe de Armadura 11 Pontos de Vida 27 (6d6 + 6) Deslocamento 6 m, natação 6 m, voo 6 m FOR 8 (1) DES 12 (+1) CON 12 (+1) INT 9 (1) SAB 11 (+0) CAR 7 (2) Perícias Furtividade +3  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Aquan, Terran",1/2,100.0," Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano cortante mais 2 (1d4) de dano de fogo.  Sopro Flamejante (Recarrega 6). O mephit expele um cone de 4,5 metro de fogo. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 11, sofrendo 7 (2d6) de dano de fogo num fracasso na resistência, ou metade desse dano caso obtenha sucesso.",6.0
MEPHIT DA FUMAÇA,Elemental,Pequeno,neutro e mau,22,5d6 + 5,12,9.0,6.0,-2.0,14.0,2.0,12.0,1.0,10.0,0.0,10.0,0.0,11.0,0.0,"Perícias Furtividade +4, Percepção +2  Imunidade a Dano frio, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 12 Idiomas Auran, Ignan Nível de Desafio 1/4 (50 XP) Conjuração Inata (1/Dia). O mephit pode conjurar, inatamente, globos de luz, sem necessidade de componentes materiais. Sua habilidade de conjuração é Carisma (CD de resistência de magia 10).  Explosão da Morte. Quando o mephit morre, ele deixa para trás uma nuvem de fumaça que preenche uma esfera de 1,5 metro de raio, centrada no espaço dele. A esfera produz escuridão densa. Vento dispersa a nuvem, do contrário, ela dura por 1 minuto. AÇÕES Garras. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.  Sopro Incinerante (Recarrega 6). O mephit expele um cone de 4,5 metro de cinzas fumegantes. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 10, ou ficará cega até o final do próximo turno do mephit.                                MEPHIT DO VAPOR Elemental Pequeno, neutro e mau Classe de Armadura 10 Pontos de Vida 21 (6d6) Deslocamento 9 m, voo 9 m FOR 5 (3) DES 11 (+0) CON 10 (+0) INT 10 (+0) SAB 10 (+0) CAR 11 (+0) Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Aquan, Ignan",1/4,50.0," Garras. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.",6.0
MEPHIT DO VAPOR,Elemental,Pequeno,neutro e mau,21,6d6,10,9.0,5.0,-3.0,11.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,11.0,0.0,"Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Aquan, Ignan",1/4,50.0," Garras. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 2 (1d4) de dano cortante mais 2 (1d4) de dano de fogo.  Sopro de Vapor (Recarrega 6). O mephit expele um cone de 4,5 metro de vapor escaldante. Cada criatura na área deve ser bem sucedida num teste de resistência de Destreza CD 10, sofrendo 4 (1d8) de dano de fogo num fracasso, ou metade desse dano caso seja bem sucedida.",4.0
MICONIDE BROTO,Planta,Pequena,leal e neutro,7,2d6,10,3.0,8.0,-1.0,10.0,0.0,10.0,0.0,8.0,-1.0,11.0,0.0,5.0,-3.0,"Sentidos visão no escuro 36 m, Percepção passiva 10 Idiomas  Nível de Desafio 0 (10 XP) Esporos Angustiantes. Quando o miconide sofre dano, todos os outros miconides a até 72 metros dele podem sentir sua dor.  Fraqueza Solar. Enquanto estiver sob luz solar, o miconide tem desvantagem em testes de habilidade, jogadas de ataque e testes de resistência. O miconide morre se ficar mais de 1 hora sob luz solar direta. AÇÕES Punho. Ataque Corpo-a-Corpo com Arma: +1 para atingir, alcance 1,5 m, um alvo. Acerto: 1 (1d4  1) de dano de concussão mais 2 (1d4) de dano de veneno.  Esporos Harmoniosos (3/Dia). Uma nuvem de 3 metros de raio de esporos se espalha do miconide. Esses esporos podem dobrar esquinas e afetam apenas criaturas com Inteligência 2 ou superior que não sejam mortos-vivos, constructos ou elementais. As criaturas afetadas podem se comunicar telepaticamente umas com as outras enquanto estiverem a até 9 metros entre si. O efeito dura por 1 hora. limo, planta ou morto-vivo) não pode se tornar um servo esporo. As seguintes características mudam ou são adicionadas a criatura que se tornar um servo esporo. Características Mantidas. O servo mantem sua Classe de Armadura, pontos de vida, Dados de Vida, Força, Destreza, Constituição, vulnerabilidades, resistências e imunidades. Características Perdidas. O servo perde seus testes de resistência e bônus de perícia originais, sentidos especiais e traços especiais. Ele perde qualquer ação que não seja de Ataques Múltiplos ou de ataques corpo-a-corpo com arma que cause dano de concussão, perfurante ou cortante. Se ele tiver uma ação ou um ataque corpo-a-corpo com arma que cause algum outro tipo de dano, ele perde a capacidade de causar esse tipo de dano, a não ser que o dano venha de um equipamento, como um item mágico. Tipo. O tipo do servo é planta, e ele perde quaisquer descritores. Tendência. A tendência do servo é imparcial. Deslocamento. Reduz todos os deslocamentos do servo em 3 metros, até o mínimo de 1,5 metro. Valores de Habilidade. Os valores de habilidade do servo mudam como a seguir: Int 2 (4), Sab 6 (2) e Car 1 (5). Sentidos. O servo possui percepção às cegas com raio de 9 metros e fica cego além desse raio. Imunidade a Condição. O servo não pode ser amedrontado, cego, enfeitiçado ou paralisado. Idiomas. O servo perde todos os idiomas conhecidos, mas ele responde as ordens dadas a ele por miconides usando os esporos harmoniosos. O servo dá prioridade maior às ordens recebidas dos miconides mais poderosos. Ataques. Se o servo não tiver outras formas de causar dano, ele pode usar seus punhos ou membros para realizar golpes desarmados. Em um acerto, um golpe desarmado causa dano de concussão igual a 1d4 + o modificador de Força do servo, ou se o servo for Grande, 2d4 + seu modificador de Força.  SERVO ESPORO PADRÃO As estatísticas do servo esporo presentes aqui usam um quaggoth como criatura base.  SERVO ESPORO QUAGGOTH Planta Média, imparcial Classe de Armadura 13 (armadura natural) Pontos de Vida 45 (6d6 + 18) Deslocamento 6 m, escalada 6 m FOR 17 (+3) DES 12 (+1) CON 16 (+3) INT 2 (4) SAB 6 (2) CAR 1 (5) Imunidade a Dano veneno Imunidade a Dano amedrontado, cego, enfeitiçado, envenenado, paralisado Sentidos percepção às cegas 9 m (cego além desse raio), Percepção passiva 8 Idiomas ",0,10.0," Punho. Ataque Corpo-a-Corpo com Arma: +1 para atingir, alcance 1,5 m, um alvo. Acerto: 1 (1d4  1) de dano de concussão mais 2 (1d4) de dano de veneno.",8.0
SERVO ESPORO QUAGGOTH,Planta,Média,imparcial,45,6d6 + 18,13,6.0,17.0,3.0,12.0,1.0,16.0,3.0,2.0,-4.0,6.0,-2.0,1.0,-5.0,"Imunidade a Dano veneno Imunidade a Dano amedrontado, cego, enfeitiçado, envenenado, paralisado Sentidos percepção às cegas 9 m (cego além desse raio), Percepção passiva 8 Idiomas ",1,200.0," Ataques Múltiplos. O servo realiza dois ataques de garra.  Garra. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.",6.0
