Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
XAMÃ DO POVO LAGARTO,Humanoide,Médio,neutro Classe de Armadura 13,27,5d8 + 5,13,9 m,15,+2,10,+0,13,+1,10,+0,15,+2,8,1,"Perícias Furtividade +4, Percepção +4, Sobrevivência +6  Sentidos Percepção passiva 14 Idiomas Dracônico Nível de Desafio 2 (450 XP) Prender a Respiração. O povo lagarto pode prender a respiração por 15 minutos.  Conjuração (Forma de Povo Lagarto Apenas). O povo lagarto é um conjurador de 5° nível. Sua habilidade de conjuração é Sabedoria (CD de resistência de magia 12, +4 para atingir com ataques de magia):  Truques (à vontade): druidismo, criar chamas, chicote de espinhos 1° nível (4 espaços): constrição, nevoa obscurecente 2° nível (3 espaços): esquentar metal, crescer espinhos 3° nível (2 espaços): conjurar animais (répteis apenas), ampliar plantas AÇÕES Ataques Múltiplos (Forma de Povo Lagarto Apenas). O povo lagarto realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d6 + 2) de dano perfurante, ou 7 (1d10 + 2) de dano perfurante na forma de crocodilo. Se o povo lagarto estiver na forma de crocodilo e o alvo for uma criatura Grande ou menor, o alvo fica agarrado (CD 12 para escapar). Até esse agarrão acabar, o alvo está impedido e o povo lagarto não pode morder outro alvo. Se o povo lagarto voltar para sua forma verdadeira, o agarrão acaba.  Garras (Forma de Povo Lagarto Apenas).  Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.  Mudar Forma (Recarrega após um Descanso Curto ou Longo). O povo lagarto se metamorfoseia magicamente em um crocodilo, permanecendo nessa forma por até 1 hora. Ele pode voltar para sua forma verdadeira com uma ação bônus. Suas estatísticas, além do tamanho, são as mesmas em cada forma. Qualquer equipamento que ele esteja vestindo ou carregando não é transformado. Ele volta a sua forma verdadeira se morrer.                REI/RAINHA DO POVO LAGARTO Humanoide Médio (povo lagarto), caótico e mau Classe de Armadura 15 (armadura natural) Pontos de Vida 78 (12d8 + 24) Deslocamento 9 m, natação 9 m FOR 17 (+3) DES 12 (+1) CON 15 (+2) INT 11 (+0) SAB 11 (+0) CAR 15 (+2) Testes de Resistência Con +4, Sab +2  Perícias Furtividade +5, Percepção +4, Sobrevivência +4  Imunidade a Condição amedrontado  Sentidos visão no escuro 18 m, Percepção passiva 14 Idiomas Dracônico",2,450," Ataques Múltiplos. O povo lagarto realiza dois ataques: um com sua mordida e um com suas garras ou tridente, ou dois ataques corpo-a-corpo com seu tridente.  Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano perfurante.  Garras.  Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d4 + 3) de dano cortante.",5
PSEUDODRAGÃO,Dragão,Miúdo,neutro e bom Classe de Armadura 13,7,2d4 + 2,13,"4,5 m",6,2,15,+2,13,+1,10,+0,12,+1,10,+0,"Perícias Furtividade +4, Percepção +3 Sentidos percepção às cegas 3 m, visão no escuro 18 m, Percepção passiva 13 Idiomas compreende Comum e Dracônico, mas não pode falar",1/4,50," Ferrão. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano perfurante e o alvo deve ser bem sucedido num teste de resistência de Constituição CD 11 ou ficará envenenado por 1 hora. Se o resultado do teste de resistência for 6 ou inferior, o alvo cairá inconsciente pela duração ou até sofrer dano ou outra criatura usar sua ação para acorda-lo.  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano perfurante.",4
QUAGGOTH,Humanoide,Médio,caótico e neutro Classe de Armadura 13,45,6d8 + 18,13,9 m,17,+3,12,+1,16,+3,6,2,12,+1,7,2,"Perícias Atletismo +5  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 10 Idiomas Subcomum",2,450," Ataques Múltiplos. O quaggoth realiza dois ataques de garra.  Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.",6
QUAGGOTH THONOT,Humanoide,Médio,caótico e neutro Classe de Armadura 13,45,6d8 + 18,13,9 m,17,+3,12,+1,16,+3,6,2,12,+1,7,2,"Perícias Atletismo +5  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 10 Idiomas Subcomum",2,450," Ataques Múltiplos. O quaggoth realiza dois ataques de garra.  Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.",6
QUIMERA,Monstruosidade,Grande,caótico e mau Classe de Armadura 14,114,12d10 + 48,14,9 m,19,+4,11,+0,19,+4,3,4,14,+2,10,+0,"Perícias Percepção +8 Sentidos visão no escuro 18 m, Percepção passiva 18 Idiomas compreende Dracônico, mas não pode falar",6,2.300," Ataques Múltiplos. A quimera realiza três ataques: um com sua mordida, um com seus chifres e um com suas garras. Quando seu sopro flamejante está disponível, ela pode usar o sopro no lugar de sua mordida ou chifres.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante.  Chifres. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d12 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",11
RAKSHASA,Corruptor,Médio,leal e mau  Classe de Armadura 16,110,13d8 + 52,16,12 m,14,+2,17,+3,18,+4,13,+1,16,+3,20,+5," Perícias Enganação +10, Intuição +8 Vulnerabilidade a Dano perfurante de armas mágicas   empunhadas por criaturas boas  Imunidade a Dano concussão, cortante e perfurante de armas não-mágicas Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas Comum, Infernal",13,10.000,,9
REMORHAZ,Monstruosidade,Grande,imparcial Classe de Armadura 14,93,11d10 + 33,14,9 m,18,+4,13,+1,17,+3,3,4,10,+0,4,3,"Imunidade a Dano frio, fogo Sentidos visão no escuro 18 m, sentido sísmico 18 m, Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Corpo Aquecido. Uma criatura que toque o remorhaz ou atinja-o com um ataque corpo-a-corpo a 1,5 metro dele, sofre 7 (2d6) de dano de fogo. AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 20 (3d10 + 4) de dano perfurante mais 7 (2d6) de dano de fogo.  REMORHAZES De debaixo da neve e gelo emerge um remorhaz em uma nuvem de vapor, seu corpo pulsa com o calor interno. Barbatanas similares a asas surgem de trás da cabeça da criatura e sua boca larga está cheia de dentes irregulares. Predadores Árticos. Os remorhazes vivem em climas árticos, caçando alces, ursos polares e outras criaturas com quem dividem o território. Eles não toleram climas quentes, tendo se adaptado ao frio, gerando um calor similar ao de uma fornalha de dentro de seus corpos. Quando está caçando, um remorhaz se enterra fundo na neve ou gelo e aguarda pelas suaves vibrações criadas pelo movimento de uma criatura acima. Enquanto estiver escondido sob o gelo e neve, ele pode baixar sua temperatura corporal para que não derreta sua cobertura. Os Jovens. Gigantes do gelo caçadores vasculham os desertos glaciais em busca de ninhos e ovos de remorhaz. Os gigantes apreciam remorhazes jovens, que podem ser treinados desde larvas a obedecer os comandos e guardar as cidadelas glaciais dos gigantes. Diferente das espécimes totalmente crescidas, remorhazes jovens roem suas vítimas ao invés de engoli-las inteiras.  REMORHAZ Monstruosidade Enorme, imparcial Classe de Armadura 17 (armadura natural) Pontos de Vida 195 (17d12 + 85) Deslocamento 9 m, escavação 6 m FOR 24 (+7) DES 13 (+1) CON 21 (+5) INT 4 (3) SAB 10 (+0) CAR 5 (3) Imunidade a Dano frio, fogo Sentidos visão no escuro 18 m, sentido sísmico 18 m, Percepção passiva 10 Idiomas ",5,1.800," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 20 (3d10 + 4) de dano perfurante mais 7 (2d6) de dano de fogo.",50
REMORHAZ JOVEM,Monstruosidade,Grande,imparcial Classe de Armadura 14,93,11d10 + 33,14,9 m,18,+4,13,+1,17,+3,3,4,10,+0,4,3,"Imunidade a Dano frio, fogo Sentidos visão no escuro 18 m, sentido sísmico 18 m, Percepção passiva 10 Idiomas  Nível de Desafio 5 (1.800 XP) Corpo Aquecido. Uma criatura que toque o remorhaz ou atinja-o com um ataque corpo-a-corpo a 1,5 metro dele, sofre 7 (2d6) de dano de fogo. AÇÕES Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 20 (3d10 + 4) de dano perfurante mais 7 (2d6) de dano de fogo.  REMORHAZES De debaixo da neve e gelo emerge um remorhaz em uma nuvem de vapor, seu corpo pulsa com o calor interno. Barbatanas similares a asas surgem de trás da cabeça da criatura e sua boca larga está cheia de dentes irregulares. Predadores Árticos. Os remorhazes vivem em climas árticos, caçando alces, ursos polares e outras criaturas com quem dividem o território. Eles não toleram climas quentes, tendo se adaptado ao frio, gerando um calor similar ao de uma fornalha de dentro de seus corpos. Quando está caçando, um remorhaz se enterra fundo na neve ou gelo e aguarda pelas suaves vibrações criadas pelo movimento de uma criatura acima. Enquanto estiver escondido sob o gelo e neve, ele pode baixar sua temperatura corporal para que não derreta sua cobertura. Os Jovens. Gigantes do gelo caçadores vasculham os desertos glaciais em busca de ninhos e ovos de remorhaz. Os gigantes apreciam remorhazes jovens, que podem ser treinados desde larvas a obedecer os comandos e guardar as cidadelas glaciais dos gigantes. Diferente das espécimes totalmente crescidas, remorhazes jovens roem suas vítimas ao invés de engoli-las inteiras.  REMORHAZ Monstruosidade Enorme, imparcial Classe de Armadura 17 (armadura natural) Pontos de Vida 195 (17d12 + 85) Deslocamento 9 m, escavação 6 m FOR 24 (+7) DES 13 (+1) CON 21 (+5) INT 4 (3) SAB 10 (+0) CAR 5 (3) Imunidade a Dano frio, fogo Sentidos visão no escuro 18 m, sentido sísmico 18 m, Percepção passiva 10 Idiomas ",5,1.800," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 20 (3d10 + 4) de dano perfurante mais 7 (2d6) de dano de fogo.",50
RESSURGIDO,Morto-vivo,Médio,neutro  Classe de Armadura 13,136,16d8 + 64,13,9 m,18,+4,14,+2,18,+4,13,+1,16,+3,18,+4," Testes de Resistência For +7, Con +7, Sab +6, Car +7  Resistência a Dano necrótico, psíquico Imunidade a Dano veneno Imunidade a Condição amedrontado, atordoado, enfeitiçado, envenenado, exausto, paralisado Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas os idiomas que conhecia em vida",6,2.300,,11
ROCA,Monstruosidade,Imensa,imparcial Classe de Armadura 15,248,16d20 + 80,15,6 m,28,+9,10,+0,20,+5,3,4,10,+0,9,1,"Testes de Resistência Des +4, Con +9, Sab +4, Car +3 Perícias Percepção +4 Sentidos Percepção passiva 14 Idiomas ",11,7.200," Ataques Múltiplos. O roca realiza dois ataques: um com sua bicada e um com suas garras.  Bicada. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 4,5 m, um alvo. Acerto: 27 (4d8 + 9) de dano perfurante.",27
SAHUAGIN,Humanoide,Médio,leal e mau Classe de Armadura 12,22,4d8 + 4,12,9 m,13,+1,11,+0,12,+1,12,+1,13,+1,9,1,"Perícias Percepção +5 Sentidos visão no escuro 36 m, Percepção passiva 15 Idiomas Sahuagin",1/2,100," Ataques Múltiplos. O sahuagin realiza dois ataques: um com sua mordida e um com suas garras ou lança.  Mordida. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano cortante.",3
BARÃO SAHUAGIN,Humanoide,Grande,leal e mau Classe de Armadura 16,76,9d10 + 27,16,9 m,19,+4,15,+2,16,+3,14,+2,13,+1,17,+3,"Testes de Resistência Des +5, Con +6, Int +5, Sab +4 Perícias Percepção +7 Sentidos visão no escuro 36 m, Percepção passiva 17 Idiomas Sahuagin Nível de Desafio 5 (1.800 XP) Anfíbio Limitado. O sahuagin pode respirar ar e água, mas ele precisa submergir, pelo menos, a cada 4 horas para evitar sufocação.   Frenesi de Sangue. O sahuagin tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Telepatia com Tubarões. O sahuagin pode comandar magicamente qualquer tubarão a até 36 metros dele, usando uma telepatia limitada. AÇÕES Ataques Múltiplos. O sahuagin realiza três ataques: um com sua mordida e dois com suas garras ou tridente.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.  Tridente. Ataque Corpo-a-Corpo ou à Distância com Arma: +7 para atingir, alcance 1,5 m, distância 6/18 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante, ou 13 (2d8 + 4) de dano perfurante se usada com as duas mãos para realizar ataques corpo-a-corpo.                         SACERDOTISA SAHUAGIN  Humanoide Médio (sahuagin), leal e mau Classe de Armadura 12 (armadura natural) Pontos de Vida 33 (6d8 + 6) Deslocamento 9 m, natação 12 m FOR 13 (+1) DES 11 (+0) CON 12 (+1) INT 12 (+1) SAB 14 (+1) CAR 13 (+1) Perícias Religião +3, Percepção +6 Sentidos visão no escuro 36 m, Percepção passiva 16 Idiomas Sahuagin",5,1.800," Ataques Múltiplos. O sahuagin realiza três ataques: um com sua mordida e dois com suas garras ou tridente.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",11
SACERDOTISA SAHUAGIN,Humanoide,Grande,leal e mau Classe de Armadura 16,76,9d10 + 27,16,9 m,19,+4,15,+2,16,+3,14,+2,13,+1,17,+3,"Testes de Resistência Des +5, Con +6, Int +5, Sab +4 Perícias Percepção +7 Sentidos visão no escuro 36 m, Percepção passiva 17 Idiomas Sahuagin Nível de Desafio 5 (1.800 XP) Anfíbio Limitado. O sahuagin pode respirar ar e água, mas ele precisa submergir, pelo menos, a cada 4 horas para evitar sufocação.   Frenesi de Sangue. O sahuagin tem vantagem nas jogadas de ataque corpo-a-corpo contra qualquer criatura que não esteja com todos os seus pontos de vida.  Telepatia com Tubarões. O sahuagin pode comandar magicamente qualquer tubarão a até 36 metros dele, usando uma telepatia limitada. AÇÕES Ataques Múltiplos. O sahuagin realiza três ataques: um com sua mordida e dois com suas garras ou tridente.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.  Tridente. Ataque Corpo-a-Corpo ou à Distância com Arma: +7 para atingir, alcance 1,5 m, distância 6/18 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante, ou 13 (2d8 + 4) de dano perfurante se usada com as duas mãos para realizar ataques corpo-a-corpo.                         SACERDOTISA SAHUAGIN  Humanoide Médio (sahuagin), leal e mau Classe de Armadura 12 (armadura natural) Pontos de Vida 33 (6d8 + 6) Deslocamento 9 m, natação 12 m FOR 13 (+1) DES 11 (+0) CON 12 (+1) INT 12 (+1) SAB 14 (+1) CAR 13 (+1) Perícias Religião +3, Percepção +6 Sentidos visão no escuro 36 m, Percepção passiva 16 Idiomas Sahuagin",5,1.800," Ataques Múltiplos. O sahuagin realiza três ataques: um com sua mordida e dois com suas garras ou tridente.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",11
SERPENTE DE FOGO,Elemental,Médio,neutro e mau Classe de Armadura 14,22,5d8,14,9 m,12,+1,14,+2,11,+0,7,2,10,+0,8,1,"Vulnerabilidade a Dano frio Resistência a Dano concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano fogo Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas compreende Ignan, mas não pode falar",1,200," Ataques Múltiplos. A serpente realiza dois ataques: um com sua mordida e um com sua cauda.  Mordida. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano perfurante mais 3 (1d6) de dano de fogo.  Cauda. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d4 + 1) de dano de concussão mais 3 (1d6) de dano de fogo.",6
SALAMANDRA,Elemental,Grande,neutro e mau  Classe de Armadura 15,90,12d10 + 24,15,9 m,18,+4,14,+2,15,+2,11,+0,10,+0,12,+1," Vulnerabilidade a Dano frio Resistência a Dano concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano fogo Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas compreende Ignan, mas não pode falar",5,1.800,"  Elemental Grande, neutro e mau  Classe de Armadura 15 (armadura natural) Pontos de Vida 90 (12d10 + 24)  Deslocamento 9 m Ataques Múltiplos. A salamandra realiza dois ataques: um com sua lança e um com sua cauda.  Lança. Ataque Corpo-a-Corpo ou à Distância com Arma: +7 para atingir, alcance 1,5 m, distância 6/18 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante, ou 13 (2d8 + 4) de dano perfurante se usada com as duas mãos para realizar ataques corpo-a-corpo, mais 3 (1d6) de dano de fogo.",18
SÁTIRO,Fada,Média,caótico e neutro Classe de Armadura 14,31,7d8,14,12 m,12,+1,16,+3,11,+0,12,+1,10,+0,14,+2,"Perícias Atuação +6, Furtividade +5, Percepção +2 Sentidos Percepção passiva 12 Idiomas Comum, Élfico, Silvestre",1/2,100," Cabeçada. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (2d4 + 1) de dano de concussão.  Espada Curta. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano perfurante.   Arco Curto. Ataque à Distância com Arma: +5 para atingir, distância 24/96 m, um alvo. Acerto: 6 (1d6 + 3) de dano perfurante.",6
SIRENÍDEO,Monstruosidade,Grande,caótico e mau Classe de Armadura 13,45,6d10 + 12,13,3 m,18,+4,10,+0,15,+2,8,1,10,+0,9,1,"Perícias Percepção +2 Sentidos visão no escuro 18 m, Percepção passiva 12 Idiomas Abissal, Aquan",2,450," Ataques Múltiplos. O sirenídeo realiza dois ataques: um com sua mordida e um com suas garras ou arpão.  Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d8 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano cortante.  Arpão. Ataque Corpo-a-Corpo ou à Distância com Arma: +6 para atingir, alcance 1,5 m ou distância 6/18 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante.",9
SLAAD AZUL,Aberração,Grande,caótico e neutro Classe de Armadura 15,123,13d10 + 52,15,9 m,20,+5,15,+2,18,+4,7,2,7,2,9,2,"Perícias Percepção +1 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Slaad, telepatia 18 m",7,2.900," Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 12 (2d6 + 5) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, um alvo. Acerto: 12 (2d6 + 5) de dano cortante.",12
SLAAD VERMELHO,Aberração,Grande,caótico e neutro Classe de Armadura 14,93,11d10 + 33,14,9 m,16,+3,12,+1,16,+3,6,2,6,2,7,2,"Perícias Percepção +1 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Slaad, telepatia 18 m Nível de Desafio 5 (1.800 XP) Regeneração. O slaad recupera 10 pontos de vida no início de cada um dos seus turnos se possuir, pelo menos, 1 ponto de vida.  Resistência à Magia. O slaad possui vantagem nos testes de resistência contra magias e outros efeitos mágicos. AÇÕES Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (2d4 + 3) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano perfurante. Se o alvo for um humanoide, ele deve ser bem sucedido num teste de resistência de Constituição CD 14 ou será infectado com uma doença  um minúsculo ovo slaad. Um hospedeiro humanoide pode carregar apenas um ovo slaad por vez. Após três meses, o ovo se move para a cavidade torácica, gestando e formando uma larva slaad. Num período de 24 horas antes do nascimento, o hospedeiro começa a se sentir mal, seu deslocamento é reduzido à metade e ele tem desvantagem nas jogadas de ataque, testes de habilidade e testes de resistência. No nascimento, a larva escava seu caminho através dos órgãos vitais e sai do peito do hospedeiro em 1 rodada, matando-o no processo. Se a doença for curada antes da larva emergir, o slaad não-nascido é desintegrado.                             SLAAD AZUL Aberração Grande, caótico e neutro Classe de Armadura 15 (armadura natural) Pontos de Vida 123 (13d10 + 52) Deslocamento 9 m FOR 20 (+5) DES 15 (+2) CON 18 (+4) INT 7 (2) SAB 7 (2) CAR 9 (2) Perícias Percepção +1 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Slaad, telepatia 18 m",5,1.800," Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (2d4 + 3) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d8 + 3) de dano perfurante.",8
SLAAD CINZA,Aberração,Média,caótico e neutro Classe de Armadura 18,127,17d8 + 51,18,9 m,17,+3,17,+3,16,+3,13,+1,8,1,14,+2,"Perícias Arcanismo +5, Percepção +6 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos percepção às cegas 9 m, visão no escuro 18 m, Percepção passiva 16 Idiomas Slaad, telepatia 18 m",9,5.000," Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras ou espada grande.  Mordida (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano perfurante.  Garra (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d10 + 3) de dano cortante.  Espada Grande. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (2d6 + 3) de dano cortante.",8
SLAAD VERDE,Aberração,Grande,caótico e neutro Classe de Armadura 16,127,15d10 + 45,16,9 m,18,+4,15,+2,16,+3,11,+0,8,1,12,+1,"Perícias Arcanismo +3, Percepção +2 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos percepção às cegas 9 m, visão no escuro 18 m, Percepção passiva 12 Idiomas Slaad, telepatia 18 m Nível de Desafio 8 (3.900 XP) Conjuração Inata. A habilidade de conjuração de um slaad é Carisma (CD de resistência de magia 12). Ele pode conjurar, inatamente, as seguintes magias, sem necessidade de componentes materiais:  À vontade: detectar magia, detectar pensamentos, mãos mágicas 2/dia cada: invisibilidade (pessoal apenas), medo  1/dia: bola de fogo   Metamorfo. O slaad pode usar sua ação para se metamorfosear em um humanoide Pequeno ou Médio, ou voltar para sua forma verdadeira. Suas estatísticas, além do seu tamanho, são as mesmas em cada forma. Qualquer equipamento que ele esteja vestindo ou carregando não é transformado. Ele reverte a sua forma verdadeira se morrer.  Regeneração. O slaad recupera 10 pontos de vida no início de cada um dos seus turnos se possuir, pelo menos, 1 ponto de vida.  Resistência à Magia. O slaad possui vantagem nos testes de resistência contra magias e outros efeitos mágicos. AÇÕES Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras ou cajado. Alternativamente, ele usa seu Arremessar Chamas duas vezes.  Mordida (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante.  Garra (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d6 + 4) de dano cortante.  Cajado. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano de concussão.  Arremessas Chamas. Ataque à Distância com Magia: +4 para atingir, distância 45 m, um alvo. Acerto: 10 (3d6) de dano de fogo. O fogo incendeia objetos inflamáveis que não estejam sendo vestidos ou carregados.                  SLAAD CINZA Aberração Média (metamorfo), caótico e neutro Classe de Armadura 18 (armadura natural) Pontos de Vida 127 (17d8 + 51) Deslocamento 9 m FOR 17 (+3) DES 17 (+3) CON 16 (+3) INT 13 (+1) SAB 8 (1) CAR 14 (+2) Perícias Arcanismo +5, Percepção +6 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos percepção às cegas 9 m, visão no escuro 18 m, Percepção passiva 16 Idiomas Slaad, telepatia 18 m",8,3.900," Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras ou cajado. Alternativamente, ele usa seu Arremessar Chamas duas vezes.  Mordida (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante.  Garra (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d6 + 4) de dano cortante.  Cajado. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano de concussão.",11
